Brand,Processor,RAM (GB),Storage (GB),GPU,Screen Size (inches),Battery Life (hours),Price (INR)
Asus,Intel i9,4,512,RTX 4090,14.0,9,133000
Lenovo,Ryzen 7,4,2048,RTX 3050,14.0,7,123000
Asus,Ryzen 5,4,2048,RTX 4060,13.0,5,113000
MSI,Intel i5,4,1024,RTX 3050,15.6,10,88000
MSI,Intel i3,16,2048,Integrated,13.0,11,97000
HP,Ryzen 9,32,1024,GTX 1650,13.0,4,174000
Asus,Ryzen 7,32,256,RTX 4080,14.0,8,159000
Asus,Ryzen 9,16,512,RTX 4090,15.6,5,157000
HP,Ryzen 3,16,2048,RTX 4060,16.0,8,122000
MSI,Intel i7,4,256,RTX 4060,16.0,6,93000
MSI,Ryzen 7,32,256,Integrated,13.0,11,124000
Acer,Ryzen 5,32,2048,GTX 1650,15.6,9,159000
Asus,Intel i9,8,2048,RTX 4080,14.0,6,166000
Apple,Ryzen 5,32,256,RTX 4090,15.6,7,179000
HP,Ryzen 7,8,2048,GTX 1650,17.0,10,126000
MSI,Ryzen 9,32,1024,RTX 4060,15.6,12,184000
Apple,Intel i7,32,2048,Integrated,17.0,4,189000
Acer,Ryzen 5,4,2048,RTX 3050,14.0,6,108000
MSI,Intel i5,4,256,Integrated,14.0,10,53000
Asus,Ryzen 5,8,1024,RTX 4070,16.0,4,106000
HP,Ryzen 3,16,256,GTX 1650,14.0,7,77000
Acer,Intel i5,8,512,RTX 4070,17.0,11,96000
Lenovo,Intel i5,32,512,Integrated,15.6,11,114000
Asus,Intel i9,4,1024,Integrated,13.0,10,103000
HP,Ryzen 5,8,512,RTX 4070,16.0,4,96000
Lenovo,Intel i7,16,512,GTX 1650,15.6,6,112000
HP,Ryzen 9,16,512,RTX 4090,15.6,5,157000
Lenovo,Intel i5,32,512,RTX 3050,14.0,7,134000
Dell,Intel i3,8,2048,RTX 3050,13.0,12,101000
Apple,Ryzen 9,8,1024,RTX 4060,15.6,6,166000
Acer,Ryzen 5,8,2048,RTX 4070,16.0,11,126000
Lenovo,Ryzen 7,4,256,RTX 3050,17.0,4,88000
Apple,Ryzen 5,8,512,Integrated,16.0,5,96000
HP,Ryzen 7,32,1024,Integrated,13.0,9,139000
MSI,Intel i5,16,2048,RTX 4070,17.0,8,142000
Dell,Ryzen 7,32,1024,RTX 4060,13.0,8,164000
Lenovo,Intel i5,8,2048,RTX 3050,14.0,12,116000
HP,Intel i7,16,1024,RTX 3050,13.0,7,127000
Lenovo,Ryzen 9,32,512,Integrated,14.0,11,149000
Dell,Intel i9,4,2048,RTX 4090,16.0,5,163000
Dell,Intel i7,4,512,RTX 3050,13.0,10,93000
Apple,Intel i7,16,256,RTX 4060,17.0,6,147000
Lenovo,Ryzen 5,32,2048,RTX 4060,13.0,9,169000
MSI,Intel i7,8,2048,RTX 4090,16.0,9,151000
Lenovo,Ryzen 5,32,2048,RTX 3050,13.0,7,164000
Apple,Intel i9,16,512,GTX 1650,14.0,8,162000
Lenovo,Ryzen 5,32,256,RTX 4060,13.0,5,134000
Apple,Ryzen 3,16,2048,RTX 4090,14.0,9,167000
Apple,Ryzen 5,8,512,RTX 4080,17.0,4,131000
Asus,Ryzen 5,4,1024,RTX 4070,14.0,7,98000
Apple,Ryzen 3,4,512,RTX 4090,17.0,4,113000
Dell,Intel i5,4,2048,GTX 1650,16.0,7,103000
HP,Ryzen 5,8,512,RTX 3050,16.0,12,86000
Acer,Ryzen 3,4,2048,RTX 3050,13.0,9,93000
HP,Intel i7,4,2048,Integrated,14.0,8,103000
Apple,Ryzen 7,32,1024,RTX 4090,17.0,7,209000
Apple,Ryzen 9,16,2048,Integrated,15.6,4,177000
HP,Ryzen 9,16,512,GTX 1650,15.6,11,132000
Acer,Ryzen 5,4,512,RTX 4070,13.0,4,88000
MSI,Ryzen 7,8,1024,GTX 1650,15.6,7,106000
MSI,Ryzen 9,4,512,GTX 1650,15.6,4,108000
Lenovo,Ryzen 7,16,512,RTX 4090,14.0,6,137000
Lenovo,Intel i9,16,256,RTX 4060,13.0,7,137000
Lenovo,Intel i7,16,256,RTX 4060,16.0,8,117000
Lenovo,Intel i7,4,512,RTX 3050,17.0,9,93000
HP,Intel i9,8,512,RTX 4070,14.0,8,131000
MSI,Ryzen 7,32,256,GTX 1650,13.0,5,139000
Apple,Ryzen 7,8,512,Integrated,16.0,9,111000
MSI,Ryzen 3,32,2048,RTX 4070,15.6,11,159000
Dell,Ryzen 5,4,2048,RTX 4070,13.0,5,118000
Dell,Intel i9,32,256,RTX 4060,16.0,11,169000
Acer,Intel i5,32,2048,Integrated,13.0,9,144000
Dell,Ryzen 3,8,512,GTX 1650,13.0,6,66000
HP,Ryzen 7,8,1024,RTX 4090,16.0,8,131000
HP,Ryzen 9,32,256,RTX 4080,15.6,4,179000
Dell,Intel i9,32,512,Integrated,13.0,9,149000
Lenovo,Intel i9,32,2048,Integrated,16.0,11,179000
MSI,Ryzen 7,8,512,GTX 1650,16.0,7,96000
Apple,Ryzen 3,4,256,GTX 1650,16.0,5,83000
Asus,Intel i5,32,256,GTX 1650,14.0,11,124000
HP,Ryzen 9,8,256,RTX 4060,14.0,10,121000
Asus,Ryzen 3,4,1024,Integrated,14.0,6,53000
Dell,Intel i5,4,1024,Integrated,14.0,7,68000
Apple,Ryzen 3,8,1024,RTX 4060,14.0,11,116000
Acer,Ryzen 5,4,2048,RTX 4080,13.0,9,123000
MSI,Ryzen 7,16,2048,Integrated,14.0,4,127000
Apple,Ryzen 9,16,1024,GTX 1650,15.6,10,172000
MSI,Ryzen 9,4,256,Integrated,14.0,11,88000
MSI,Intel i7,4,1024,Integrated,14.0,5,83000
Lenovo,Intel i5,16,512,GTX 1650,14.0,8,97000
Acer,Ryzen 3,4,2048,RTX 3050,16.0,4,93000
Lenovo,Ryzen 9,4,1024,RTX 4060,15.6,7,128000
HP,Ryzen 5,4,2048,RTX 3050,15.6,10,108000
Apple,Intel i5,32,512,RTX 4090,17.0,7,184000
MSI,Ryzen 3,32,2048,GTX 1650,16.0,8,144000
Dell,Intel i9,4,1024,RTX 4080,17.0,6,138000
Asus,Intel i7,8,2048,Integrated,15.6,5,111000
Lenovo,Ryzen 9,8,1024,RTX 4070,13.0,5,141000
HP,Ryzen 7,16,2048,GTX 1650,13.0,10,142000
Acer,Intel i7,16,256,RTX 4070,15.6,7,122000
Dell,Intel i3,16,2048,RTX 4090,15.6,7,137000
Apple,Intel i5,16,2048,RTX 4090,17.0,10,182000
Asus,Ryzen 9,8,512,RTX 3050,15.6,7,121000
Acer,Ryzen 5,8,512,RTX 4090,17.0,5,106000
Dell,Intel i9,32,1024,Integrated,17.0,8,159000
HP,Intel i7,32,256,RTX 4080,14.0,11,159000
Apple,Intel i3,32,512,RTX 4060,15.6,12,154000
HP,Intel i9,4,512,RTX 4080,14.0,9,128000
MSI,Intel i7,16,256,RTX 4080,17.0,4,127000
Asus,Intel i9,16,512,RTX 4070,14.0,4,147000
MSI,Intel i9,16,1024,RTX 4090,17.0,10,167000
HP,Intel i5,4,1024,RTX 3050,13.0,4,88000
MSI,Ryzen 9,4,1024,RTX 4060,17.0,12,128000
MSI,Intel i7,8,1024,RTX 4070,16.0,10,121000
Asus,Ryzen 9,8,1024,RTX 4090,15.6,5,151000
Dell,Ryzen 7,16,512,RTX 4060,17.0,12,122000
Lenovo,Intel i7,8,512,RTX 4060,13.0,5,106000
MSI,Ryzen 3,32,256,RTX 4060,17.0,9,119000
Acer,Intel i5,8,256,GTX 1650,17.0,4,76000
Lenovo,Ryzen 3,4,512,RTX 3050,15.6,4,63000
Lenovo,Ryzen 7,32,256,RTX 4090,14.0,7,164000
HP,Intel i5,8,256,GTX 1650,13.0,4,76000
MSI,Ryzen 9,4,1024,RTX 4070,17.0,7,133000
MSI,Intel i5,32,512,RTX 4070,15.6,11,144000
Acer,Ryzen 9,32,2048,RTX 4090,14.0,6,219000
Dell,Intel i3,32,512,RTX 4080,14.0,8,134000
MSI,Ryzen 7,8,2048,Integrated,15.6,10,111000
HP,Ryzen 5,8,256,GTX 1650,16.0,12,76000
HP,Intel i7,4,2048,RTX 4070,16.0,4,133000
MSI,Ryzen 3,16,2048,RTX 4080,14.0,7,132000
Apple,Ryzen 9,16,2048,RTX 4060,13.0,9,202000
Acer,Ryzen 9,8,2048,RTX 4070,13.0,4,161000
HP,Ryzen 3,4,2048,RTX 4060,15.6,7,98000
Acer,Ryzen 7,32,2048,RTX 4070,16.0,7,189000
Dell,Intel i3,4,256,RTX 4070,17.0,8,68000
Apple,Ryzen 9,32,256,RTX 4090,16.0,4,214000
MSI,Ryzen 3,4,512,Integrated,14.0,7,43000
Acer,Intel i5,16,2048,GTX 1650,13.0,9,127000
Apple,Ryzen 7,32,2048,RTX 4090,13.0,12,229000
Lenovo,Ryzen 5,4,256,RTX 4090,17.0,11,93000
Acer,Intel i3,4,512,RTX 4070,15.6,7,73000
Asus,Ryzen 7,16,2048,RTX 4070,15.6,10,157000
HP,Intel i3,32,512,RTX 4080,16.0,12,134000
HP,Intel i9,8,256,RTX 4060,15.6,5,121000
HP,Ryzen 5,4,2048,GTX 1650,13.0,12,103000
HP,Ryzen 5,4,2048,RTX 4080,13.0,11,123000
HP,Intel i9,8,256,RTX 4060,15.6,10,121000
Asus,Intel i3,4,2048,RTX 4090,13.0,11,113000
Lenovo,Intel i3,4,512,RTX 4060,17.0,5,68000
HP,Ryzen 9,32,512,RTX 4060,17.0,4,174000
Lenovo,Ryzen 7,16,1024,RTX 3050,15.6,9,127000
Lenovo,Intel i7,8,256,RTX 4080,16.0,4,111000
MSI,Ryzen 5,8,512,Integrated,16.0,9,66000
Dell,Ryzen 7,8,2048,RTX 4080,17.0,12,146000
MSI,Ryzen 9,8,1024,RTX 4090,15.6,8,151000
HP,Intel i5,16,2048,RTX 4070,15.6,8,142000
MSI,Intel i9,4,512,RTX 4070,17.0,4,123000
HP,Ryzen 7,8,1024,RTX 4090,16.0,7,131000
Apple,Ryzen 5,16,1024,RTX 4070,14.0,9,152000
Asus,Ryzen 3,4,256,RTX 4070,17.0,5,68000
Acer,Intel i9,8,256,RTX 3050,14.0,11,116000
HP,Ryzen 7,8,2048,RTX 4090,17.0,6,151000
Lenovo,Ryzen 7,16,256,RTX 4070,13.0,10,122000
HP,Ryzen 3,4,256,RTX 4080,16.0,8,73000
Dell,Ryzen 3,16,2048,Integrated,15.6,7,97000
Lenovo,Ryzen 5,16,1024,Integrated,15.6,8,92000
Acer,Ryzen 3,32,1024,Integrated,14.0,6,109000
Asus,Intel i5,8,256,RTX 4080,13.0,5,96000
Asus,Ryzen 5,16,1024,GTX 1650,14.0,9,107000
Dell,Intel i5,8,1024,RTX 4080,17.0,6,111000
HP,Ryzen 7,4,2048,RTX 4060,15.6,4,128000
Asus,Intel i3,32,256,RTX 4070,16.0,12,124000
Lenovo,Intel i5,16,1024,RTX 4080,14.0,4,127000
Asus,Intel i5,4,512,Integrated,17.0,9,58000
Dell,Ryzen 7,8,512,RTX 4070,16.0,4,111000
Asus,Ryzen 3,4,1024,RTX 4070,13.0,7,83000
Dell,Ryzen 7,4,256,RTX 3050,15.6,10,88000
Apple,Intel i5,32,1024,RTX 4070,15.6,6,184000
Asus,Intel i5,4,2048,RTX 4080,14.0,6,123000
Lenovo,Ryzen 9,32,512,RTX 3050,13.0,7,169000
Apple,Ryzen 9,8,2048,RTX 4090,14.0,12,201000
Lenovo,Intel i7,16,1024,RTX 4080,15.6,12,142000
HP,Intel i3,16,2048,RTX 4090,17.0,7,137000
Asus,Intel i7,16,2048,RTX 4070,13.0,5,157000
HP,Intel i3,4,2048,RTX 4080,14.0,4,108000
MSI,Ryzen 7,4,2048,RTX 3050,17.0,10,123000
HP,Intel i9,8,512,RTX 3050,16.0,7,121000
Dell,Intel i3,4,512,GTX 1650,15.6,4,58000
Acer,Ryzen 5,32,1024,RTX 3050,14.0,4,144000
Acer,Ryzen 3,8,1024,Integrated,15.6,4,61000
HP,Intel i5,8,1024,GTX 1650,16.0,12,91000
Asus,Intel i7,16,1024,RTX 4090,15.6,5,147000
MSI,Ryzen 3,16,1024,GTX 1650,15.6,11,92000
Asus,Intel i3,4,512,RTX 4080,17.0,5,78000
Dell,Intel i3,32,256,RTX 4060,13.0,10,119000
Dell,Intel i5,16,256,Integrated,13.0,12,77000
Apple,Ryzen 5,4,1024,RTX 4090,14.0,11,138000
Dell,Ryzen 5,32,512,RTX 4080,14.0,11,149000
Lenovo,Ryzen 7,4,256,Integrated,16.0,8,68000
Dell,Intel i3,16,1024,RTX 4060,14.0,5,102000
HP,Intel i5,8,2048,RTX 4070,16.0,5,126000
Dell,Ryzen 3,4,256,GTX 1650,17.0,9,53000
MSI,Intel i7,16,1024,Integrated,16.0,8,107000
MSI,Intel i3,32,256,RTX 3050,13.0,8,114000
HP,Intel i9,16,512,GTX 1650,17.0,6,132000
Acer,Intel i3,4,512,RTX 3050,16.0,8,63000
MSI,Intel i3,32,2048,GTX 1650,13.0,12,144000
Acer,Ryzen 5,8,2048,RTX 4060,15.6,8,121000
Asus,Intel i7,16,1024,GTX 1650,13.0,10,122000
Acer,Intel i7,4,512,GTX 1650,16.0,10,88000
Acer,Ryzen 7,4,2048,Integrated,14.0,4,103000
Asus,Ryzen 9,4,512,RTX 4060,14.0,11,118000
Acer,Ryzen 9,32,512,Integrated,16.0,9,149000
HP,Intel i7,8,2048,RTX 4070,14.0,11,141000
Lenovo,Ryzen 7,4,1024,RTX 4070,17.0,4,113000
Asus,Ryzen 9,32,512,GTX 1650,13.0,4,164000
MSI,Intel i9,32,256,RTX 4070,17.0,5,174000
MSI,Ryzen 9,8,1024,Integrated,13.0,7,111000
MSI,Ryzen 7,8,1024,RTX 4090,13.0,10,131000
Lenovo,Ryzen 3,32,256,RTX 4070,16.0,10,124000
MSI,Intel i3,4,1024,RTX 3050,13.0,10,73000
Lenovo,Intel i3,32,2048,RTX 4090,16.0,8,169000
Lenovo,Intel i9,4,1024,RTX 4080,13.0,10,138000
Dell,Intel i5,4,1024,RTX 4090,17.0,10,108000
Lenovo,Ryzen 5,16,256,Integrated,13.0,9,77000
Acer,Ryzen 9,16,512,RTX 4060,13.0,4,142000
Lenovo,Intel i5,16,1024,RTX 3050,15.6,5,112000
HP,Ryzen 7,4,256,RTX 4060,16.0,9,93000
MSI,Ryzen 7,16,512,Integrated,14.0,7,97000
Dell,Ryzen 5,32,512,RTX 4060,16.0,5,139000
Lenovo,Intel i7,8,1024,GTX 1650,14.0,5,106000
Apple,Intel i9,16,1024,RTX 4080,14.0,10,192000
Asus,Intel i3,4,512,RTX 4060,17.0,4,68000
Apple,Intel i9,32,1024,RTX 4080,14.0,5,224000
MSI,Ryzen 3,4,512,GTX 1650,15.6,6,58000
Acer,Ryzen 9,4,256,GTX 1650,15.6,7,103000
HP,Intel i5,32,512,RTX 4080,17.0,10,149000
Apple,Intel i3,16,2048,RTX 4090,16.0,4,167000
Asus,Ryzen 7,32,512,RTX 4080,17.0,12,164000
Lenovo,Ryzen 7,16,1024,RTX 4090,17.0,9,147000
Apple,Intel i5,8,256,RTX 4070,17.0,12,121000
Dell,Ryzen 3,32,256,GTX 1650,16.0,9,109000
Acer,Ryzen 9,8,2048,RTX 3050,13.0,9,151000
MSI,Intel i7,16,256,RTX 4060,14.0,12,117000
Asus,Ryzen 9,4,256,GTX 1650,14.0,4,103000
MSI,Intel i7,4,256,Integrated,16.0,6,68000
MSI,Intel i9,4,512,RTX 4060,17.0,4,118000
Lenovo,Intel i3,4,1024,RTX 4070,15.6,8,83000
HP,Ryzen 3,8,512,RTX 4070,16.0,12,81000
Acer,Ryzen 7,32,1024,RTX 4070,14.0,5,169000
Apple,Ryzen 3,8,2048,RTX 4070,13.0,12,141000
Acer,Ryzen 7,4,512,RTX 4080,17.0,5,108000
MSI,Intel i9,32,512,RTX 4090,14.0,6,189000
Lenovo,Intel i3,8,2048,RTX 4090,13.0,12,121000
Acer,Intel i5,32,512,RTX 4090,16.0,12,154000
Apple,Intel i5,8,256,RTX 4060,15.6,11,116000
HP,Ryzen 3,8,256,RTX 4060,14.0,10,71000
Apple,Intel i9,16,256,RTX 4080,16.0,12,177000
Asus,Intel i3,4,2048,GTX 1650,17.0,8,88000
Apple,Intel i7,8,1024,Integrated,15.6,5,121000
Lenovo,Intel i9,32,1024,RTX 4090,15.6,10,199000
Dell,Intel i3,32,256,RTX 4070,13.0,7,124000
Acer,Intel i3,16,512,RTX 3050,15.6,11,87000
Acer,Intel i7,4,512,RTX 4080,17.0,6,108000
Lenovo,Intel i5,8,256,RTX 3050,13.0,8,81000
MSI,Intel i9,32,256,RTX 4060,15.6,10,169000
MSI,Ryzen 9,4,512,RTX 4080,14.0,10,128000
Asus,Intel i9,16,2048,RTX 4090,15.6,7,187000
MSI,Ryzen 3,8,1024,RTX 4060,13.0,10,86000
Dell,Intel i3,4,256,RTX 4070,14.0,12,68000
Asus,Intel i5,32,2048,RTX 4060,17.0,7,169000
Asus,Ryzen 5,32,2048,RTX 4080,14.0,11,179000
Apple,Ryzen 7,4,256,RTX 4090,15.6,10,138000
MSI,Intel i3,16,2048,RTX 4090,16.0,12,137000
Asus,Ryzen 7,8,256,GTX 1650,15.6,4,91000
Asus,Intel i5,32,2048,RTX 4070,15.6,5,174000
Lenovo,Ryzen 3,32,512,RTX 3050,13.0,6,119000
Asus,Intel i7,32,256,RTX 4080,13.0,5,159000
HP,Ryzen 9,8,1024,GTX 1650,13.0,5,126000
HP,Ryzen 5,4,1024,RTX 4070,17.0,9,98000
Asus,Ryzen 3,16,512,RTX 4060,13.0,11,92000
HP,Ryzen 9,8,2048,RTX 4060,13.0,5,156000
Asus,Intel i7,8,1024,RTX 4060,14.0,5,116000
Asus,Intel i9,32,256,RTX 4090,16.0,9,184000
MSI,Intel i5,32,512,GTX 1650,17.0,4,129000
Lenovo,Intel i7,8,1024,RTX 3050,13.0,4,111000
Lenovo,Ryzen 3,4,1024,RTX 4060,16.0,7,78000
Apple,Intel i5,16,256,RTX 4060,15.6,6,132000
Acer,Intel i5,32,1024,GTX 1650,17.0,4,139000
Lenovo,Ryzen 7,16,1024,RTX 3050,13.0,8,127000
Dell,Ryzen 7,16,1024,RTX 4070,14.0,9,137000
Lenovo,Ryzen 3,8,1024,RTX 3050,13.0,11,81000
Lenovo,Intel i7,16,512,RTX 4060,15.6,10,122000
Asus,Ryzen 9,8,1024,GTX 1650,16.0,5,126000
Acer,Intel i7,16,2048,GTX 1650,13.0,5,142000
Acer,Ryzen 9,4,2048,RTX 4060,15.6,10,148000
HP,Ryzen 3,4,512,RTX 4070,14.0,12,73000
Apple,Intel i5,4,256,RTX 4060,16.0,12,108000
Dell,Intel i9,32,512,Integrated,15.6,11,149000
Lenovo,Intel i3,8,256,RTX 4070,15.6,5,76000
Lenovo,Intel i3,32,256,RTX 4090,16.0,8,134000
Asus,Intel i3,16,256,RTX 4070,15.6,6,92000
Lenovo,Intel i3,4,256,GTX 1650,15.6,10,53000
Lenovo,Ryzen 5,16,256,RTX 4060,17.0,6,102000
Apple,Ryzen 7,4,1024,RTX 4090,13.0,4,153000
Lenovo,Intel i3,32,2048,RTX 4060,14.0,12,154000
Apple,Intel i9,16,512,Integrated,15.6,10,147000
Asus,Intel i3,16,1024,RTX 4090,16.0,9,117000
Acer,Intel i3,4,2048,RTX 3050,15.6,12,93000
Asus,Ryzen 5,8,2048,RTX 3050,17.0,11,116000
Asus,Ryzen 3,32,256,Integrated,14.0,8,94000
Asus,Intel i3,16,256,GTX 1650,13.0,6,77000
Dell,Ryzen 5,32,512,RTX 4060,17.0,12,139000
HP,Intel i3,32,2048,RTX 4080,17.0,8,164000
Acer,Ryzen 3,32,256,RTX 4070,16.0,10,124000
MSI,Ryzen 9,4,2048,RTX 3050,16.0,4,143000
Asus,Intel i5,16,1024,RTX 4090,17.0,11,132000
MSI,Ryzen 9,4,512,RTX 4090,17.0,9,133000
Lenovo,Ryzen 9,4,256,RTX 4060,13.0,11,113000
Acer,Ryzen 5,4,512,RTX 4090,13.0,6,98000
Acer,Ryzen 9,4,256,RTX 3050,14.0,7,108000
Dell,Ryzen 5,4,256,RTX 4090,16.0,4,93000
HP,Intel i9,4,2048,RTX 4070,15.6,8,153000
Asus,Intel i7,4,1024,Integrated,16.0,8,83000
HP,Ryzen 9,32,2048,RTX 4090,15.6,10,219000
Dell,Intel i9,16,1024,RTX 4070,13.0,8,157000
HP,Ryzen 7,16,256,RTX 3050,17.0,4,112000
Acer,Intel i7,16,512,RTX 4080,14.0,5,132000
MSI,Intel i9,16,256,RTX 4060,14.0,7,137000
Apple,Ryzen 9,8,1024,RTX 4060,16.0,9,166000
Apple,Intel i3,4,256,RTX 3050,14.0,5,88000
Apple,Intel i3,8,1024,RTX 4080,14.0,6,126000
Apple,Intel i9,4,512,Integrated,13.0,9,123000
Lenovo,Ryzen 5,8,256,RTX 4080,17.0,6,96000
Apple,Intel i9,4,256,RTX 4080,14.0,12,153000
Lenovo,Ryzen 3,8,1024,RTX 4080,16.0,5,96000
HP,Ryzen 9,32,512,RTX 3050,13.0,11,169000
Acer,Intel i9,32,256,RTX 4080,16.0,6,179000
MSI,Intel i7,32,512,RTX 4080,16.0,6,164000
Acer,Intel i9,16,2048,RTX 4060,13.0,11,172000
MSI,Intel i7,8,1024,RTX 4080,16.0,10,126000
Apple,Intel i5,32,2048,Integrated,15.6,6,174000
HP,Ryzen 5,4,512,GTX 1650,17.0,11,73000
HP,Intel i3,4,256,RTX 4080,16.0,10,73000
Lenovo,Intel i5,4,256,RTX 4060,16.0,9,78000
Asus,Ryzen 5,8,1024,RTX 4060,15.6,8,101000
HP,Intel i3,4,2048,RTX 4070,13.0,8,103000
Asus,Intel i7,4,512,RTX 4090,14.0,7,113000
HP,Intel i9,8,1024,RTX 3050,17.0,5,131000
Asus,Intel i3,8,1024,GTX 1650,14.0,5,76000
Acer,Intel i5,32,512,RTX 4060,14.0,4,139000
Acer,Intel i3,16,2048,RTX 4080,17.0,9,132000
Lenovo,Ryzen 9,16,1024,RTX 4060,15.6,9,152000
Dell,Intel i5,4,256,RTX 4060,16.0,10,78000
Lenovo,Intel i9,8,2048,RTX 4060,15.6,6,156000
Asus,Ryzen 5,32,1024,RTX 4070,13.0,9,154000
Dell,Intel i3,16,512,RTX 4080,15.6,9,102000
Apple,Intel i9,32,256,GTX 1650,14.0,12,189000
Lenovo,Intel i9,8,1024,RTX 4060,17.0,6,136000
MSI,Ryzen 7,32,256,RTX 4080,17.0,12,159000
Acer,Intel i9,32,256,RTX 4060,13.0,11,169000
MSI,Ryzen 9,8,2048,RTX 4070,14.0,5,161000
Lenovo,Intel i9,8,2048,RTX 4080,13.0,11,166000
Dell,Intel i9,8,1024,RTX 4080,17.0,11,146000
Dell,Intel i9,8,512,RTX 4090,15.6,6,141000
Acer,Intel i9,8,512,RTX 3050,15.6,5,121000
Asus,Intel i3,32,512,GTX 1650,16.0,8,114000
Acer,Intel i3,4,1024,RTX 4080,17.0,9,88000
Acer,Ryzen 3,32,256,Integrated,17.0,11,94000
Dell,Intel i3,16,512,GTX 1650,13.0,7,82000
MSI,Ryzen 7,32,2048,Integrated,17.0,12,159000
Asus,Intel i7,4,512,GTX 1650,17.0,7,88000
Acer,Ryzen 7,8,512,RTX 4080,16.0,8,116000
Acer,Ryzen 7,32,512,RTX 4080,15.6,8,164000
Apple,Intel i5,4,256,RTX 3050,15.6,8,103000
HP,Intel i5,32,256,RTX 4090,17.0,10,149000
Asus,Intel i5,32,512,RTX 4090,13.0,7,154000
Lenovo,Ryzen 9,8,1024,GTX 1650,14.0,5,126000
Lenovo,Ryzen 3,32,1024,RTX 4060,15.6,6,134000
Dell,Ryzen 5,32,512,RTX 4080,16.0,12,149000
Lenovo,Ryzen 3,8,2048,RTX 4070,17.0,12,111000
Dell,Intel i7,32,2048,RTX 3050,15.6,10,179000
Lenovo,Ryzen 3,8,512,RTX 4090,16.0,7,91000
Lenovo,Ryzen 5,4,512,RTX 4080,16.0,6,93000
Acer,Ryzen 9,32,512,GTX 1650,17.0,8,164000
Acer,Intel i3,8,1024,RTX 4090,15.6,12,101000
Acer,Intel i7,8,2048,GTX 1650,17.0,12,126000
Lenovo,Ryzen 5,4,512,RTX 4090,17.0,5,98000
Asus,Ryzen 9,8,256,RTX 3050,14.0,12,116000
Apple,Ryzen 5,32,256,RTX 3050,15.6,7,159000
Asus,Intel i7,16,256,RTX 4080,16.0,9,127000
Asus,Ryzen 9,32,512,RTX 4070,17.0,12,179000
Dell,Intel i7,8,2048,GTX 1650,17.0,7,126000
Lenovo,Intel i3,8,1024,RTX 4090,17.0,10,101000
Dell,Ryzen 7,8,1024,RTX 3050,15.6,11,111000
Dell,Ryzen 5,4,256,RTX 3050,16.0,7,73000
HP,Intel i5,4,1024,RTX 4090,14.0,7,108000
Lenovo,Intel i9,16,2048,RTX 4060,15.6,6,172000
Dell,Intel i9,16,2048,RTX 3050,14.0,9,167000
Lenovo,Intel i7,16,2048,Integrated,16.0,10,127000
HP,Intel i9,8,512,RTX 4060,15.6,10,126000
MSI,Intel i9,32,512,GTX 1650,17.0,5,164000
Dell,Intel i5,16,2048,RTX 4060,15.6,10,137000
Acer,Ryzen 3,16,2048,RTX 4090,13.0,4,137000
Lenovo,Intel i3,4,256,RTX 3050,17.0,7,58000
HP,Ryzen 3,32,2048,RTX 4060,16.0,7,154000
Dell,Intel i5,16,256,Integrated,17.0,12,77000
Lenovo,Ryzen 3,4,512,RTX 4080,17.0,5,78000
Lenovo,Ryzen 9,16,2048,RTX 4060,16.0,8,172000
HP,Ryzen 7,4,2048,RTX 4090,17.0,10,143000
Lenovo,Ryzen 5,4,2048,Integrated,17.0,10,88000
Dell,Ryzen 3,16,2048,RTX 4070,16.0,10,127000
Apple,Ryzen 3,32,2048,RTX 4060,17.0,7,184000
Apple,Ryzen 3,16,1024,RTX 4080,16.0,7,142000
Lenovo,Intel i3,4,1024,RTX 4080,17.0,12,88000
HP,Intel i9,16,512,RTX 3050,17.0,4,137000
HP,Intel i5,32,256,RTX 4080,16.0,10,144000
Acer,Ryzen 7,16,2048,RTX 3050,13.0,12,147000
Asus,Intel i9,4,1024,RTX 4060,15.6,6,128000
Dell,Intel i7,8,1024,RTX 4070,17.0,5,121000
HP,Intel i9,32,2048,GTX 1650,17.0,5,194000
Lenovo,Ryzen 7,16,256,GTX 1650,13.0,12,107000
MSI,Ryzen 9,4,1024,RTX 4090,14.0,12,143000
Asus,Ryzen 7,16,1024,GTX 1650,16.0,7,122000
Acer,Intel i3,16,512,GTX 1650,14.0,11,82000
Apple,Ryzen 9,4,256,RTX 3050,14.0,6,138000
Asus,Ryzen 5,4,2048,GTX 1650,17.0,7,103000
Lenovo,Intel i3,8,1024,RTX 4090,16.0,4,101000
MSI,Intel i3,4,512,Integrated,14.0,12,43000
Acer,Intel i7,8,1024,GTX 1650,15.6,8,106000
Dell,Ryzen 9,16,2048,RTX 3050,16.0,6,167000
Lenovo,Ryzen 3,8,1024,GTX 1650,15.6,7,76000
MSI,Intel i5,8,256,RTX 4070,17.0,5,91000
Apple,Ryzen 9,8,2048,RTX 4070,13.0,8,191000
Apple,Ryzen 5,4,256,RTX 4070,17.0,4,113000
MSI,Intel i7,4,2048,Integrated,13.0,6,103000
Asus,Intel i7,16,512,RTX 4080,15.6,10,132000
Asus,Ryzen 3,8,256,RTX 3050,15.6,6,66000
Acer,Ryzen 9,32,512,RTX 4080,13.0,7,184000
Asus,Intel i7,4,1024,RTX 3050,16.0,5,103000
Dell,Ryzen 3,32,2048,RTX 4080,17.0,12,164000
HP,Ryzen 9,4,2048,RTX 4070,17.0,8,153000
Lenovo,Ryzen 7,32,1024,GTX 1650,16.0,12,154000
